participant,emotion,filename,full_path,relative_path,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,chroma_12,zcr,rms,spec_centroid,f0_mean,jitter,shimmer
Participant 1,1. Neutral,5.1.mp3,C:\Users\bdeep\Downloads\research1\Punjabi\Participant 1\1. Neutral\5.1.mp3,Participant 1\1. Neutral\5.1.mp3,-358.5155944824219,126.48649597167969,-3.4040205478668213,6.585714340209961,13.977554321289062,16.56170082092285,-4.0951056480407715,2.4870431423187256,-8.373492240905762,6.041864395141602,-4.964014053344727,-15.057652473449707,7.734437942504883,0.3407880365848541,0.2576688230037689,0.19502514600753784,0.2037564069032669,0.2910957932472229,0.31088271737098694,0.29904159903526306,0.44192466139793396,0.44520866870880127,0.5400712490081787,0.4803413450717926,0.39939799904823303,0.07718098958333333,0.03313339129090309,1610.4333959499318,214.5597234603036,0.018135467508066477,0.11366808610927503
Participant 1,1. Neutral,6.1.mp3,C:\Users\bdeep\Downloads\research1\Punjabi\Participant 1\1. Neutral\6.1.mp3,Participant 1\1. Neutral\6.1.mp3,-410.946044921875,116.87699127197266,-3.10036301612854,19.53586196899414,16.63174819946289,-17.986242294311523,-20.020301818847656,17.067201614379883,4.072167873382568,-10.708450317382812,0.2662488520145416,-6.9128642082214355,-3.4748291969299316,0.2782093584537506,0.22037185728549957,0.2586967647075653,0.27484291791915894,0.27724480628967285,0.2504352033138275,0.24578623473644257,0.41888466477394104,0.48303723335266113,0.39207470417022705,0.33067184686660767,0.3348522484302521,0.05864189040492958,0.019569380208849907,1497.6538082521956,216.090384105304,0.016182861854272576,0.08998208996022578
Participant 1,1. Neutral,7.1.mp3,C:\Users\bdeep\Downloads\research1\Punjabi\Participant 1\1. Neutral\7.1.mp3,Participant 1\1. Neutral\7.1.mp3,-351.9430236816406,115.83281707763672,6.1753950119018555,25.021892547607422,-3.4495670795440674,-18.339305877685547,-14.02271842956543,6.648916721343994,-3.0147268772125244,-12.289739608764648,-3.9697391986846924,-2.3260843753814697,-7.843406677246094,0.24773277342319489,0.21711058914661407,0.18001733720302582,0.2442970871925354,0.3570582866668701,0.32635313272476196,0.28677064180374146,0.3682768642902374,0.4460207521915436,0.5277100801467896,0.5039594173431396,0.36847415566444397,0.05726638349514563,0.03638115152716637,1516.9129378390064,214.61941773249555,0.0178704545368654,0.0840564411968953
Participant 1,1. Neutral,8.1.mp3,C:\Users\bdeep\Downloads\research1\Punjabi\Participant 1\1. Neutral\8.1.mp3,Participant 1\1. Neutral\8.1.mp3,-402.5401916503906,126.4112777709961,-10.896327018737793,21.195781707763672,20.002614974975586,20.56309700012207,-5.598926544189453,7.9754438400268555,-7.915680885314941,-3.4678101539611816,-9.309478759765625,-16.550485610961914,-5.20834493637085,0.4450863301753998,0.3332817554473877,0.32153668999671936,0.3301961123943329,0.3372567892074585,0.4083814024925232,0.478307843208313,0.5583944320678711,0.5151787400245667,0.47698092460632324,0.43442630767822266,0.4875946342945099,0.09086297785194175,0.013567570596933365,1748.6581947633458,209.69335019063507,0.03156501503144141,0.16060242740594052
Participant 1,1. Neutral,9.1.mp3,C:\Users\bdeep\Downloads\research1\Punjabi\Participant 1\1. Neutral\9.1.mp3,Participant 1\1. Neutral\9.1.mp3,-402.1349792480469,154.74176025390625,-2.2725887298583984,5.133513450622559,14.774516105651855,14.861108779907227,-6.769522190093994,0.173276886343956,-12.401143074035645,-6.367583751678467,-7.8982720375061035,-17.826370239257812,-6.0097336769104,0.3091239631175995,0.2326415777206421,0.2409922033548355,0.20670901238918304,0.2117110788822174,0.25779399275779724,0.35457372665405273,0.43986785411834717,0.44356510043144226,0.4623538851737976,0.4295732378959656,0.43380019068717957,0.053014026988636366,0.021075380966067314,1223.2926219811618,225.03853025330105,0.023937151834564508,0.12888111602653735
Participant 1,2. Happy,1.2.mp3,C:\Users\bdeep\Downloads\research1\Punjabi\Participant 1\2. Happy\1.2.mp3,Participant 1\2. Happy\1.2.mp3,-305.94537353515625,105.87755584716797,-38.764549255371094,30.074703216552734,6.562486171722412,-12.042975425720215,-9.126204490661621,3.962587594985962,-10.774336814880371,6.29236364364624,-10.392122268676758,-7.8837432861328125,4.0603532791137695,0.34660351276397705,0.45580917596817017,0.4198918044567108,0.3757053315639496,0.36957788467407227,0.3982425928115845,0.4121604263782501,0.46977558732032776,0.40812477469444275,0.38152962923049927,0.33617132902145386,0.3005234897136688,0.10481363932291667,0.05251166969537735,1790.137134300732,267.90672427142675,0.018989802493261328,0.11535859543454402
Participant 1,2. Happy,10.2.mp3,C:\Users\bdeep\Downloads\research1\Punjabi\Participant 1\2. Happy\10.2.mp3,Participant 1\2. Happy\10.2.mp3,-267.8782043457031,113.71790313720703,-31.816967010498047,21.00214385986328,-3.37290620803833,-27.09684181213379,-18.533708572387695,-3.3842501640319824,-5.6953582763671875,-5.975047588348389,-9.092164993286133,-7.961251258850098,-8.242067337036133,0.28992611169815063,0.29035016894340515,0.3534471094608307,0.28765296936035156,0.2229340821504593,0.27353206276893616,0.29511550068855286,0.32025036215782166,0.2577686607837677,0.3107185959815979,0.4099399149417877,0.3513171374797821,0.06397388599537036,0.10169462114572525,1456.4582901771957,239.0675731964761,0.013951272495277408,0.07430961081798247
Participant 1,2. Happy,11.2.mp3,C:\Users\bdeep\Downloads\research1\Punjabi\Participant 1\2. Happy\11.2.mp3,Participant 1\2. Happy\11.2.mp3,-281.3529052734375,102.669921875,-43.31133270263672,38.1766357421875,-7.339284896850586,-17.072338104248047,5.0059967041015625,6.535562038421631,-19.4235897064209,1.3935505151748657,-9.69636344909668,-14.84909439086914,-8.17763614654541,0.19610658288002014,0.19049851596355438,0.2553115785121918,0.2857758700847626,0.366722047328949,0.44562825560569763,0.5659399628639221,0.510547935962677,0.3776630759239197,0.3290214538574219,0.3915662169456482,0.2881196439266205,0.11443039466594827,0.06924054026603699,1875.8967724951503,300.7279337749152,0.014317184270812406,0.1055903877272154
Participant 1,2. Happy,12.2.mp3,C:\Users\bdeep\Downloads\research1\Punjabi\Participant 1\2. Happy\12.2.mp3,Participant 1\2. Happy\12.2.mp3,-321.3118591308594,116.59149932861328,-31.464284896850586,29.026655197143555,6.47152042388916,-4.595186233520508,2.41518497467041,0.8325595259666443,-10.506495475769043,-0.6632779240608215,-7.58536434173584,-12.552876472473145,-3.129004716873169,0.46575066447257996,0.4264830946922302,0.4073719084262848,0.3915213942527771,0.36491847038269043,0.3855261504650116,0.4111160337924957,0.45743808150291443,0.4921904504299164,0.44340139627456665,0.5477977991104126,0.5870653390884399,0.10007916074810606,0.047737568616867065,1706.953103678509,256.3952715088026,0.01677994558338234,0.11514417712253715
Participant 1,2. Happy,13.2.mp3,C:\Users\bdeep\Downloads\research1\Punjabi\Participant 1\2. Happy\13.2.mp3,Participant 1\2. Happy\13.2.mp3,-292.41278076171875,100.09602355957031,-32.606849670410156,31.788965225219727,2.9223804473876953,-14.084951400756836,-2.0303454399108887,4.7430500984191895,-16.13580322265625,-5.326311111450195,-5.936485767364502,-14.705949783325195,-9.934284210205078,0.2744765281677246,0.27486610412597656,0.3694731295108795,0.3683561384677887,0.38549724221229553,0.4633396863937378,0.5562358498573303,0.40418893098831177,0.31408631801605225,0.3274112939834595,0.30575281381607056,0.30356094241142273,0.11002242476851852,0.06701803207397461,1830.7637571883824,310.43344156702216,0.01616208605268656,0.08960214067153027
Participant 1,2. Happy,14.2.mp3,C:\Users\bdeep\Downloads\research1\Punjabi\Participant 1\2. Happy\14.2.mp3,Participant 1\2. Happy\14.2.mp3,-256.8219909667969,99.32472229003906,-21.37854766845703,28.42959213256836,3.3789849281311035,-30.56694221496582,-29.125612258911133,-2.229046106338501,-13.399099349975586,-16.541139602661133,-6.747600078582764,-11.204994201660156,-2.3867242336273193,0.21510061621665955,0.22633536159992218,0.26206374168395996,0.34112805128097534,0.3788658082485199,0.3859465718269348,0.4172220528125763,0.3248184621334076,0.21998204290866852,0.21462665498256683,0.225404754281044,0.2125539928674698,0.05703816371681416,0.128500834107399,1484.3987307608638,308.76420582480836,0.018587942955017596,0.07273140043408294
Participant 1,2. Happy,15.2.mp3,C:\Users\bdeep\Downloads\research1\Punjabi\Participant 1\2. Happy\15.2.mp3,Participant 1\2. Happy\15.2.mp3,-311.7375183105469,102.12891387939453,-19.072162628173828,21.684839248657227,6.841804504394531,-0.57444167137146,0.37738534808158875,4.117764949798584,-17.267602920532227,-10.149147033691406,-7.840451717376709,-12.151285171508789,-4.459859371185303,0.324325293302536,0.37638363242149353,0.44355466961860657,0.43907415866851807,0.394595742225647,0.4039579927921295,0.42550209164619446,0.39166101813316345,0.37922415137290955,0.35775601863861084,0.3788200616836548,0.3560757040977478,0.09810297539893617,0.057649530470371246,1741.0673329000454,284.59486767134456,0.017695023486968987,0.09251036300521757
Participant 1,2. Happy,2.2.mp3,C:\Users\bdeep\Downloads\research1\Punjabi\Participant 1\2. Happy\2.2.mp3,Participant 1\2. Happy\2.2.mp3,-275.036376953125,90.88521575927734,-41.09308624267578,38.50529861450195,-4.503213882446289,-18.492748260498047,-9.373395919799805,-3.8943285942077637,-18.386611938476562,-0.5773583650588989,-3.8584909439086914,-9.012662887573242,-0.5012555718421936,0.29243898391723633,0.30189642310142517,0.306625097990036,0.31192392110824585,0.34563183784484863,0.442623108625412,0.37404143810272217,0.29817089438438416,0.2864249646663666,0.3325858414173126,0.31425410509109497,0.3249100148677826,0.0933154296875,0.07678878307342529,1902.9238510784105,315.39542381190495,0.020741611804740746,0.09950902766193784
Participant 1,2. Happy,3.2.mp3,C:\Users\bdeep\Downloads\research1\Punjabi\Participant 1\2. Happy\3.2.mp3,Participant 1\2. Happy\3.2.mp3,-259.1863098144531,110.22325134277344,-39.63383483886719,45.20331573486328,-3.5912818908691406,-15.063675880432129,-13.193612098693848,-2.0347604751586914,-22.457637786865234,-2.531078815460205,-3.850904941558838,-4.5608320236206055,0.843471348285675,0.3228772282600403,0.3126831352710724,0.3299051821231842,0.3460981845855713,0.3981837332248688,0.561988890171051,0.4727886915206909,0.3923546075820923,0.3529984951019287,0.2953389286994934,0.26645800471305847,0.3871246576309204,0.09037682769495413,0.07579289376735687,1732.225648999422,256.79339265358954,0.020445824301632193,0.10888296275511122
Participant 1,2. Happy,4.2.mp3,C:\Users\bdeep\Downloads\research1\Punjabi\Participant 1\2. Happy\4.2.mp3,Participant 1\2. Happy\4.2.mp3,-257.43719482421875,123.97968292236328,-64.83592987060547,32.68464660644531,-2.0951287746429443,-10.2687349319458,-5.596563339233398,-1.4366036653518677,-12.334929466247559,5.32427453994751,5.549458026885986,-7.458514213562012,7.7667341232299805,0.29546862840652466,0.35903045535087585,0.42383497953414917,0.4264947175979614,0.40244853496551514,0.4782969653606415,0.5485331416130066,0.5226738452911377,0.3680499792098999,0.2935032248497009,0.2915070652961731,0.2899562120437622,0.10667386968085106,0.06390086561441422,1792.211717545762,242.29189998084635,0.01470644115426691,0.11369401397728737
Participant 1,2. Happy,5.2.mp3,C:\Users\bdeep\Downloads\research1\Punjabi\Participant 1\2. Happy\5.2.mp3,Participant 1\2. Happy\5.2.mp3,-286.3285827636719,115.0804443359375,-16.163074493408203,14.3607759475708,4.640624046325684,-19.789913177490234,-24.120683670043945,0.22214443981647491,-2.5115184783935547,-7.956059455871582,-9.186328887939453,-12.893491744995117,-6.179530620574951,0.31160515546798706,0.29149195551872253,0.21507269144058228,0.22931157052516937,0.29102641344070435,0.29408249258995056,0.2708219289779663,0.3064586818218231,0.4191786050796509,0.36055102944374084,0.3435341417789459,0.3231770396232605,0.07650043808411215,0.0823546051979065,1549.6830354985118,225.28979798827555,0.02094107050087806,0.08690594603149893
Participant 1,2. Happy,6.2.mp3,C:\Users\bdeep\Downloads\research1\Punjabi\Participant 1\2. Happy\6.2.mp3,Participant 1\2. Happy\6.2.mp3,-317.2700500488281,106.11862182617188,-31.358213424682617,25.14208221435547,7.320400238037109,-9.079257011413574,-4.50260066986084,7.1629743576049805,-12.4649658203125,-4.256333351135254,-7.404915809631348,-19.309879302978516,-11.002262115478516,0.29901835322380066,0.2791159749031067,0.3456365466117859,0.4209149181842804,0.39635422825813293,0.3962702453136444,0.5044469833374023,0.536973774433136,0.49218931794166565,0.4063892960548401,0.35667771100997925,0.3433023691177368,0.08210212953629033,0.05525946989655495,1695.8899246181472,306.4636820155796,0.017011658944622,0.11364477822304567
Participant 1,2. Happy,7.2.mp3,C:\Users\bdeep\Downloads\research1\Punjabi\Participant 1\2. Happy\7.2.mp3,Participant 1\2. Happy\7.2.mp3,-282.3187561035156,109.44976806640625,-10.060239791870117,22.0132999420166,1.5699067115783691,-24.252290725708008,-27.17940330505371,-5.001383304595947,-2.9038870334625244,-14.548210144042969,-12.736199378967285,-8.420355796813965,-5.085332870483398,0.3227221965789795,0.2916693389415741,0.2673957645893097,0.21787863969802856,0.2383147031068802,0.21845783293247223,0.19872522354125977,0.2967146337032318,0.3779456317424774,0.41157057881355286,0.4305066466331482,0.356192022562027,0.05703199546755725,0.10497812926769257,1346.9331096094165,237.20761263912362,0.01551340220280774,0.08951041402598685
Participant 1,2. Happy,8.2.mp3,C:\Users\bdeep\Downloads\research1\Punjabi\Participant 1\2. Happy\8.2.mp3,Participant 1\2. Happy\8.2.mp3,-279.5251770019531,104.52919006347656,-34.508724212646484,13.573209762573242,-6.696746826171875,16.076345443725586,-1.9451998472213745,3.058377504348755,-13.007116317749023,6.2129693031311035,-2.9520227909088135,-24.121761322021484,-5.020020008087158,0.39077386260032654,0.3020878732204437,0.377998948097229,0.42170456051826477,0.39582183957099915,0.4262204170227051,0.43107715249061584,0.47715941071510315,0.42650437355041504,0.3927821218967438,0.46770957112312317,0.4747728705406189,0.12378449135638298,0.04976331442594528,2102.7395616885688,269.81934500287656,0.018633546293559466,0.1325426556759869
Participant 1,2. Happy,9.2.mp3,C:\Users\bdeep\Downloads\research1\Punjabi\Participant 1\2. Happy\9.2.mp3,Participant 1\2. Happy\9.2.mp3,-281.0014343261719,109.11519622802734,-17.865501403808594,11.986845970153809,-5.750146865844727,-22.629531860351562,-17.967920303344727,-5.586053371429443,-11.026737213134766,-6.4561052322387695,-12.43358039855957,-11.960821151733398,-5.1362080574035645,0.3327168822288513,0.319725900888443,0.335107684135437,0.3138039708137512,0.3235098421573639,0.3672991394996643,0.3602777421474457,0.33474844694137573,0.3405338525772095,0.3347441852092743,0.3361329138278961,0.34737861156463623,0.06421410620629371,0.09905543178319931,1457.7867789542297,264.8500001724425,0.021956151674538068,0.07223510275381721
Participant 1,3. Sad,1.3.mp3,C:\Users\bdeep\Downloads\research1\Punjabi\Participant 1\3. Sad\1.3.mp3,Participant 1\3. Sad\1.3.mp3,-391.7163391113281,141.25636291503906,-13.207430839538574,31.358078002929688,3.351189374923706,6.134340763092041,-12.694914817810059,2.0729758739471436,-10.109504699707031,-2.6940202713012695,-3.8401153087615967,-13.461187362670898,-0.9958640336990356,0.38416001200675964,0.2697402834892273,0.24256683886051178,0.24816329777240753,0.23477283120155334,0.20527879893779755,0.1941109299659729,0.21908344328403473,0.40465760231018066,0.3962639570236206,0.3744354546070099,0.4609425663948059,0.061630859375,0.02045816369354725,1374.517565593822,211.2417700644571,0.015298412558762717,0.11100458090902691
Participant 1,3. Sad,10.3.mp3,C:\Users\bdeep\Downloads\research1\Punjabi\Participant 1\3. Sad\10.3.mp3,Participant 1\3. Sad\10.3.mp3,-455.4883728027344,146.01055908203125,2.311042070388794,25.201459884643555,-3.5675415992736816,21.387014389038086,8.990631103515625,-4.895062446594238,-9.375439643859863,8.75302505493164,-4.588981628417969,-11.694411277770996,-0.7876594066619873,0.2834501564502716,0.27138614654541016,0.2610473036766052,0.22694845497608185,0.24997389316558838,0.20888207852840424,0.27280181646347046,0.4256739020347595,0.4621736705303192,0.5564784407615662,0.4723745286464691,0.36768823862075806,0.05383203125,0.013201269321143627,1296.0947153977895,171.7013980952825,0.014988427138490152,0.1261617065819192
Participant 1,3. Sad,11.3.mp3,C:\Users\bdeep\Downloads\research1\Punjabi\Participant 1\3. Sad\11.3.mp3,Participant 1\3. Sad\11.3.mp3,-437.3003845214844,129.80686950683594,18.30807876586914,23.2246036529541,9.575540542602539,6.545488357543945,10.06233024597168,-0.6628797054290771,-6.87554931640625,-1.5680824518203735,-9.04337215423584,-3.08459210395813,0.4395011365413666,0.2493586540222168,0.26244333386421204,0.34598976373672485,0.3351700007915497,0.2757870554924011,0.2241722047328949,0.23325690627098083,0.31670600175857544,0.3910391330718994,0.46399202942848206,0.4839380383491516,0.40461957454681396,0.036713088768115944,0.020279495045542717,1250.8134791461375,221.62545218463333,0.017803866224601936,0.10673429974826028
Participant 1,3. Sad,12.3.mp3,C:\Users\bdeep\Downloads\research1\Punjabi\Participant 1\3. Sad\12.3.mp3,Participant 1\3. Sad\12.3.mp3,-412.8913269042969,131.64065551757812,-4.332704067230225,27.28522300720215,2.033073902130127,19.485790252685547,-7.106143951416016,-1.3676577806472778,-6.403748989105225,-4.366403579711914,-5.308659553527832,-17.65827178955078,9.701451301574707,0.3484889566898346,0.34443381428718567,0.34109699726104736,0.2739061713218689,0.2908271849155426,0.3212975859642029,0.42393234372138977,0.5365597009658813,0.5066062808036804,0.5017969012260437,0.5133436918258667,0.4008787274360657,0.06660546875,0.01097369659692049,1671.7257405100452,180.5915951179207,0.022162592063764617,0.15296175811545826
Participant 1,3. Sad,13.3.mp3,C:\Users\bdeep\Downloads\research1\Punjabi\Participant 1\3. Sad\13.3.mp3,Participant 1\3. Sad\13.3.mp3,-355.15802001953125,130.56199645996094,-14.386324882507324,11.616016387939453,5.501483917236328,10.829081535339355,-11.301907539367676,-4.256924152374268,-13.448517799377441,1.279441475868225,-10.182381629943848,-13.423192977905273,3.838263511657715,0.4639396071434021,0.264337420463562,0.24957719445228577,0.2587275207042694,0.21652895212173462,0.2300301194190979,0.2399153709411621,0.2573089003562927,0.41937553882598877,0.4379896819591522,0.5214110612869263,0.6213713884353638,0.08060610391260163,0.019544629380106926,1673.307451736035,237.4856431200956,0.019428264359289137,0.12015198475956083
Participant 1,3. Sad,14.3.mp3,C:\Users\bdeep\Downloads\research1\Punjabi\Participant 1\3. Sad\14.3.mp3,Participant 1\3. Sad\14.3.mp3,-396.6210632324219,153.8318634033203,-30.02417755126953,25.813127517700195,0.11594731360673904,12.091975212097168,-6.477382183074951,-5.610866546630859,-7.230440616607666,-3.5966289043426514,-12.30345344543457,-9.975373268127441,6.288751602172852,0.40836668014526367,0.33961397409439087,0.27595269680023193,0.29226362705230713,0.22343112528324127,0.22320795059204102,0.24806298315525055,0.3410571813583374,0.4387897253036499,0.4157431125640869,0.6143323183059692,0.6024690270423889,0.06476487379807692,0.011946683749556541,1389.3568606002448,217.09650295171056,0.019759191275706554,0.137018866366049
Participant 1,3. Sad,15.3.mp3,C:\Users\bdeep\Downloads\research1\Punjabi\Participant 1\3. Sad\15.3.mp3,Participant 1\3. Sad\15.3.mp3,-396.5976257324219,141.5072784423828,-2.364182472229004,1.430416226387024,-1.7151155471801758,24.71455955505371,-11.630582809448242,-5.749624252319336,-4.820590496063232,-2.2245659828186035,-11.674397468566895,-10.438648223876953,1.562104344367981,0.3846006691455841,0.29223689436912537,0.29628753662109375,0.29109257459640503,0.24578657746315002,0.23721256852149963,0.3018895089626312,0.3742460012435913,0.5045835971832275,0.5721660852432251,0.6016059517860413,0.5225198268890381,0.08298010859929078,0.011604586616158485,1698.695292996464,191.52831343339585,0.019149088910675953,0.13659374159957124
